Symbol,Date,Value
2M7C.F,2022-03-09,74.92810178749914
2M7C.F,2022-03-10,74.77948096660865
2M7C.F,2022-03-14,74.88354298025425
2M7C.F,2022-03-15,56.81156116299449
2M7C.F,2022-03-16,68.17606269521396
2M7C.F,2022-03-17,77.34608552316264
2M7C.F,2022-03-22,76.09654364330713
2M7C.F,2022-03-24,77.74675175459859
2M7C.F,2022-03-25,75.39892143431068
2M7C.F,2022-03-29,68.21428530942926
2M7C.F,2022-03-30,74.48038809060334
2M7C.F,2022-04-01,72.41375491761688
2M7C.F,2022-04-06,69.1119102810802
2M7C.F,2022-04-07,68.21712219091113
2M7C.F,2022-04-08,67.76365355156162
2M7C.F,2022-04-11,70.58720698096192
2M7C.F,2022-04-12,69.34283612275912
2M7C.F,2022-04-13,63.659229142631936
2M7C.F,2022-04-14,63.96359282830683
2M7C.F,2022-04-20,63.93373939333813
2M7C.F,2022-04-21,61.91296602767492
2M7C.F,2022-04-22,64.75535660480925
2M7C.F,2022-04-25,63.25673119512557
2M7C.F,2022-04-26,63.54002936635955
2M7C.F,2022-04-27,66.44674491142815
2M7C.F,2022-04-28,72.95421717668381
2M7C.F,2022-04-29,63.640705350461616
2M7C.F,2022-05-02,67.46747206105198
2M7C.F,2022-05-03,69.30856187947909
2M7C.F,2022-05-04,65.35303537115405
2M7C.F,2022-05-05,63.94887792654925
2M7C.F,2022-05-10,66.90437874515271
2M7C.F,2022-05-11,58.99159760520033
2M7C.F,2022-05-12,69.67527835887162
2M7C.F,2022-05-13,66.0275647119263
2M7C.F,2022-05-16,62.24072614422201
2M7C.F,2022-05-17,70.85462126459625
2M7C.F,2022-05-18,66.47940204569959
2M7C.F,2022-05-19,69.8801236675678
2M7C.F,2022-05-23,60.606158455916166
2M7C.F,2022-05-24,59.108325195876844
2M7C.F,2022-05-25,64.37767494013444
2M7C.F,2022-05-26,70.19052643883843
2M7C.F,2022-05-27,67.7501101937464
2M7C.F,2022-05-30,62.45874354969906
2M7C.F,2022-05-31,64.87666382300063
2M7C.F,2022-06-01,71.9390914243916
2M7C.F,2022-06-02,65.00760582739096
2M7C.F,2022-06-06,68.01551007749494
2M7C.F,2022-06-07,59.92712541404753
2M7C.F,2022-06-08,65.25120629210187
2M7C.F,2022-06-15,64.64104596827032
2M7C.F,2022-06-16,74.81118482049139
2M7C.F,2022-06-17,63.52922683779152
2M7C.F,2022-06-21,72.3808594775616
2M7C.F,2022-06-22,76.97554032213506
2M7C.F,2022-06-23,75.3214167510045
2M7C.F,2022-06-24,72.68077918077424
2M7C.F,2022-06-29,74.05977844721967
2M7C.F,2022-06-30,78.03576514146236
2M7C.F,2022-07-05,82.17265132773817
2M7C.F,2022-07-06,76.02437860000967
2M7C.F,2022-07-07,75.61987340676028
2M7C.F,2022-07-11,75.34165782966357
2M7C.F,2022-07-12,74.5133208551473
2M7C.F,2022-07-13,75.02640882931894
2M7C.F,2022-07-14,79.18015629743192
2M7C.F,2022-07-15,79.64398547560216
2M7C.F,2022-07-18,75.90404267979109
2M7C.F,2022-07-19,74.8284155296535
2M7C.F,2022-07-21,71.27039780458597
2M7C.F,2022-07-25,77.77027832387274
2M7C.F,2022-07-26,81.00098750992615
2M7C.F,2022-07-27,84.10255444999062
2M7C.F,2022-07-28,87.16608146458701
2M7C.F,2022-07-29,71.05655282444053
2M7C.F,2022-08-02,69.73107251512876
2M7C.F,2022-08-03,73.61648340775037
3IB.F,2022-01-06,88.27462078333205
3IB.F,2022-01-07,110.39510773220948
3IB.F,2022-01-10,105.98164450658636
3IB.F,2022-01-12,93.83455614338689
3IB.F,2022-01-14,102.95946170593618
3IB.F,2022-01-18,102.91122061213802
3IB.F,2022-01-27,118.39522159973058
3IB.F,2022-01-28,111.49732215204891
3IB.F,2022-01-31,100.56133686045386
3IB.F,2022-02-01,111.13993809034832
3IB.F,2022-02-07,114.34915981273767
3IB.F,2022-02-11,111.30386309926638
3IB.F,2022-02-15,109.49586739032623
3IB.F,2022-02-16,114.47153614228131
3IB.F,2022-02-17,102.76266356125123
3IB.F,2022-02-23,114.28755619109491
3IB.F,2022-02-24,131.3936062751258
3IB.F,2022-02-25,146.94798090855858
3IB.F,2022-02-28,131.2801803408665
3IB.F,2022-03-01,128.96419175062115
3IB.F,2022-03-02,145.82744821650024
3IB.F,2022-03-03,131.86082815623487
3IB.F,2022-03-04,141.531530504803
3IB.F,2022-03-07,157.25040144060674
3IB.F,2022-03-08,138.89842750927087
3IB.F,2022-03-09,138.38642329611852
3IB.F,2022-03-10,148.872301891086
3IB.F,2022-03-11,135.41732260862742
3IB.F,2022-03-14,138.52867929878335
3IB.F,2022-03-16,142.18642485383384
3IB.F,2022-03-18,148.75923348037634
3IB.F,2022-03-21,149.26655714351847
3IB.F,2022-03-22,143.299927160171
3IB.F,2022-03-24,158.92374208648243
3IB.F,2022-03-25,141.874739945747
3IB.F,2022-03-28,153.84108841585473
3IB.F,2022-03-31,150.04784831913707
3IB.F,2022-04-01,150.14513790763277
3IB.F,2022-04-04,123.15007995240131
3IB.F,2022-04-21,140.1921512079211
3IB.F,2022-04-28,152.54760683612798
3IB.F,2022-05-04,146.94752607493234
3IB.F,2022-05-06,142.97295279216786
3IB.F,2022-05-09,155.9057573545242
3IB.F,2022-05-12,163.67713981509115
3IB.F,2022-05-13,170.44471960693537
3IB.F,2022-05-16,161.65835790109372
3IB.F,2022-05-17,183.94991734060167
3IB.F,2022-05-18,173.97596945220278
3IB.F,2022-05-19,155.42978804654928
3IB.F,2022-05-20,164.91594082553198
3IB.F,2022-05-24,185.26206683829759
3IB.F,2022-05-25,195.0117396161547
3IB.F,2022-05-27,174.43526440625686
3IB.F,2022-05-31,177.45543523237907
3IB.F,2022-06-01,181.67027704718646
3IB.F,2022-06-02,188.69425219497484
3IB.F,2022-06-03,187.18526056714805
3IB.F,2022-06-06,198.159443990433
3IB.F,2022-06-07,196.14398538738288
3IB.F,2022-06-08,172.9753105325387
3IB.F,2022-06-10,168.24303722468696
3IB.F,2022-06-15,167.78945647242784
3IB.F,2022-06-16,182.60083671802914
3IB.F,2022-06-17,160.3846104150886
3IB.F,2022-06-20,166.1860721966353
3IB.F,2022-06-23,168.11810047616552
3IB.F,2022-06-24,175.41034296452256
3IB.F,2022-06-27,179.79154148464977
3IB.F,2022-06-28,159.4088910002436
3IB.F,2022-07-01,142.69119734893934
3IB.F,2022-07-04,164.89519151023777
3IB.F,2022-07-08,176.74501925246145
3IB.F,2022-07-12,189.63222213680208
3IB.F,2022-07-13,175.45576364887256
3IB.F,2022-07-14,204.3727304140455
3IB.F,2022-07-15,186.26010783879568
3IB.F,2022-07-18,193.30997205435528
3IB.F,2022-07-19,169.24691889327462
3IB.F,2022-07-26,193.73059160537358
3IB.F,2022-07-27,217.5112287096887
3IB.F,2022-07-28,196.46822037135058
3IB.F,2022-07-29,212.47243659173975
3IB.F,2022-08-01,206.07538346292307
3IB.F,2022-08-02,195.0495137902754
3IB.F,2022-08-03,211.83331174774554
3KY.F,2022-01-20,116.02102764164744
3KY.F,2022-01-24,103.4979091556099
3KY.F,2022-01-28,96.87846985575267
3KY.F,2022-02-07,88.7173601267013
3KY.F,2022-02-10,115.27377847412166
3KY.F,2022-02-11,92.50307684464532
3KY.F,2022-02-16,107.28496866108266
3KY.F,2022-02-18,90.95802344083457
3KY.F,2022-03-11,82.28711505506067
3KY.F,2022-03-14,85.33290761362035
3KY.F,2022-03-15,77.3535739023094
3KY.F,2022-03-16,91.28148995462216
3KY.F,2022-03-18,95.78234620320254
3KY.F,2022-03-30,91.48914322040609
3KY.F,2022-03-31,74.43140171326729
3KY.F,2022-04-01,71.99033590427051
3KY.F,2022-04-05,80.63494739095032
3KY.F,2022-04-07,80.17060065595614
3KY.F,2022-04-11,76.24146828521967
3KY.F,2022-04-13,75.31533534863397
3KY.F,2022-04-14,73.14037399453807
3KY.F,2022-04-21,74.01647821873898
3KY.F,2022-04-29,78.72924211234412
3KY.F,2022-05-03,77.45225758633096
3KY.F,2022-05-11,79.72126078163892
3KY.F,2022-05-16,88.41344509899675
3KY.F,2022-05-17,85.61423380118062
3KY.F,2022-05-18,83.43183273912996
3KY.F,2022-05-23,86.13321433921033
3KY.F,2022-06-01,83.20968944686115
3KY.F,2022-06-21,91.94907540951182
3KY.F,2022-06-22,86.61894396422753
3KY.F,2022-06-24,98.05016702327985
3KY.F,2022-07-21,113.47093739648486
3KY.F,2022-07-22,116.89277681959321
3KY.F,2022-07-26,103.99245105221657
3KY.F,2022-08-03,106.67745407213154
3R2.F,2022-01-06,141.36986837882654
3R2.F,2022-01-10,146.07246019600214
3R2.F,2022-01-17,155.04539193555217
3R2.F,2022-01-18,165.07426778643907
3R2.F,2022-01-19,162.81629314952775
3R2.F,2022-01-20,159.32877462830302
3R2.F,2022-01-21,173.673691351308
3R2.F,2022-01-25,160.1760006030216
3R2.F,2022-01-26,191.36321956399627
3R2.F,2022-01-27,194.518253852716
3R2.F,2022-01-28,176.61783537054347
3R2.F,2022-01-31,184.6352405456623
3R2.F,2022-02-01,164.47615775696258
3R2.F,2022-02-02,180.94745904748982
3R2.F,2022-02-03,178.58071014828613
3R2.F,2022-02-04,191.92435025540814
3R2.F,2022-02-07,174.16689819877948
3R2.F,2022-02-08,179.59893069600892
3R2.F,2022-02-09,174.2372126909571
3R2.F,2022-02-10,168.2159042301668
3R2.F,2022-02-11,169.64610255200512
3R2.F,2022-02-14,183.47587679622856
3R2.F,2022-02-15,167.8541324434664
3R2.F,2022-02-18,176.8087901437897
3R2.F,2022-02-22,172.5614264294244
3R2.F,2022-02-23,161.48469619328102
3R2.F,2022-02-24,165.55052446650166
3R2.F,2022-02-25,159.2047401373833
3R2.F,2022-02-28,172.87542940896597
3R2.F,2022-03-02,166.01008737239
3R2.F,2022-03-03,177.50098234380928
3R2.F,2022-03-07,159.37312081885256
3R2.F,2022-03-08,158.42221355687616
3R2.F,2022-03-10,168.2431998878343
3R2.F,2022-03-11,163.6587233363635
3R2.F,2022-03-15,188.31303766329287
3R2.F,2022-03-16,162.92610964029413
3R2.F,2022-03-21,163.24587342289763
3R2.F,2022-03-25,188.75634701942494
3R2.F,2022-03-29,178.97052588882264
3R2.F,2022-04-01,161.09261912222172
3R2.F,2022-04-04,174.46841382047228
3R2.F,2022-04-05,161.6800069376566
3R2.F,2022-04-06,152.9202319449113
3R2.F,2022-04-07,165.83179393493302
3R2.F,2022-04-08,156.09141965808544
3R2.F,2022-04-11,157.60010205473532
3R2.F,2022-04-12,161.81266250590173
3R2.F,2022-04-13,159.6823946508478
3R2.F,2022-04-14,141.87431194241393
3R2.F,2022-04-19,145.6672587561193
3R2.F,2022-04-20,148.15732837500468
3R2.F,2022-04-21,137.59790465383267
3R2.F,2022-04-22,146.22901716226946
3R2.F,2022-04-25,140.38435487637187
3R2.F,2022-04-26,128.85296499320955
3R2.F,2022-04-27,140.32131260000975
3R2.F,2022-04-28,138.45173800084285
3R2.F,2022-04-29,136.13090997160012
3R2.F,2022-05-02,144.4510630220235
3R2.F,2022-05-03,131.93661737576713
3R2.F,2022-05-05,151.31644212871396
3R2.F,2022-05-06,131.93091783718947
3R2.F,2022-05-09,135.1737056637038
3R2.F,2022-05-10,142.45136572432574
3R2.F,2022-05-11,118.83167376783061
3R2.F,2022-05-12,131.04083126771621
3R2.F,2022-05-16,118.20550841698189
3R2.F,2022-05-17,146.38056318044931
3R2.F,2022-05-18,126.72550122250357
3R2.F,2022-05-19,126.17972243459067
3R2.F,2022-05-24,124.53726925653211
3R2.F,2022-05-25,134.70783491767037
3R2.F,2022-05-26,121.3359417183391
3R2.F,2022-05-27,136.01756912078332
3R2.F,2022-05-30,150.27129529754845
3R2.F,2022-06-01,159.33097573601538
3R2.F,2022-06-02,147.68408492912002
3R2.F,2022-06-03,161.11285197300046
3R2.F,2022-06-07,147.94057679386316
3R2.F,2022-06-08,159.15635685400852
3R2.F,2022-06-09,137.21120252054945
3R2.F,2022-06-13,146.8644649550224
3R2.F,2022-06-14,154.64545153019165
3R2.F,2022-06-15,151.91621762104012
3R2.F,2022-06-20,137.94508545707964
3R2.F,2022-06-23,126.57927372216649
3R2.F,2022-06-24,133.7040388719569
3R2.F,2022-06-28,135.96987698589967
3R2.F,2022-06-29,136.16165999549506
3R2.F,2022-07-01,120.80931641308716
3R2.F,2022-07-06,129.91896355403466
3R2.F,2022-07-07,147.3993557702513
3R2.F,2022-07-11,134.8337889541814
3R2.F,2022-07-12,153.25127729389442
3R2.F,2022-07-13,155.2914495399138
3R2.F,2022-07-14,147.4258273731726
3R2.F,2022-07-18,150.24522141441858
3R2.F,2022-07-20,135.29606408161786
3R2.F,2022-07-21,141.5720927383508
3R2.F,2022-07-25,155.42240212219076
3R2.F,2022-07-28,163.55559489084226
3R2.F,2022-07-29,144.67208837481448
3R2.F,2022-08-01,146.9428554977643
3R2.F,2022-08-02,139.41763173361318
3R2.F,2022-08-03,147.26990947451517
4B5.F,2022-01-04,81.04978438458127
4B5.F,2022-01-05,77.00765108707527
4B5.F,2022-01-11,81.64333298850644
4B5.F,2022-01-13,85.76806649505997
4B5.F,2022-01-14,72.4560891609125
4B5.F,2022-01-17,70.61689457172909
4B5.F,2022-01-18,80.76912890321788
4B5.F,2022-01-21,61.98289576107739
4B5.F,2022-01-24,61.8458782280502
4B5.F,2022-01-25,66.83291490339033
4B5.F,2022-01-26,74.75327569155858
4B5.F,2022-01-27,71.24484034746122
4B5.F,2022-01-31,64.48412159874972
4B5.F,2022-02-01,74.78930794590988
4B5.F,2022-02-02,81.71154285413161
4B5.F,2022-02-03,68.31471880609726
4B5.F,2022-02-08,70.00800501449515
4B5.F,2022-02-09,79.06252631645236
4B5.F,2022-02-16,70.09983583245513
4B5.F,2022-02-22,66.81256935577949
4B5.F,2022-02-24,63.11088866808657
4B5.F,2022-03-07,63.479793942792845
4B5.F,2022-03-08,65.5020130071236
4B5.F,2022-03-10,69.75096677522903
4B5.F,2022-03-11,61.87956720861215
4B5.F,2022-03-14,74.55584276782088
4B5.F,2022-03-17,77.96139836468562
4B5.F,2022-03-23,69.37124350875723
4B5.F,2022-04-04,80.56367692747382
4B5.F,2022-04-11,83.80827501668031
4B5.F,2022-05-06,72.51998629501055
4B5.F,2022-05-09,82.097260098175
