Symbol,Date,Closing_Price
2M7C.F,2022-01-28,1.3125949665499372
2M7C.F,2022-01-31,1.553086743427381
2M7C.F,2022-02-08,1.4489982459056567
2M7C.F,2022-02-09,1.4966681618207138
2M7C.F,2022-02-10,1.534427681623017
2M7C.F,2022-02-11,1.351249384372059
2M7C.F,2022-02-14,1.482481369113403
2M7C.F,2022-02-15,1.4800207655719713
2M7C.F,2022-02-16,1.403229266356316
2M7C.F,2022-02-17,1.4905731156005861
2M7C.F,2022-02-18,1.5742535950848717
2M7C.F,2022-02-22,1.417083839366042
2M7C.F,2022-02-23,1.500772852473301
2M7C.F,2022-02-24,1.4446039497462286
2M7C.F,2022-02-25,1.5877483778167463
2M7C.F,2022-03-01,1.4322516094009496
2M7C.F,2022-03-02,1.5607647837833638
2M7C.F,2022-03-03,1.4880635922054046
2M7C.F,2022-03-04,1.562541859440343
2M7C.F,2022-03-07,1.5055612735080837
2M7C.F,2022-03-08,1.5266079097180352
2M7C.F,2022-03-09,1.43809747501393
2M7C.F,2022-03-10,1.296835670550648
2M7C.F,2022-03-14,1.3953506215102562
2M7C.F,2022-03-15,1.0687935411839555
2M7C.F,2022-03-16,1.250909170152984
2M7C.F,2022-03-17,1.557078688732127
2M7C.F,2022-03-22,1.3281069060036959
2M7C.F,2022-03-24,1.542312666283528
2M7C.F,2022-03-25,1.5139787971468603
2M7C.F,2022-03-29,1.3493314487634307
2M7C.F,2022-03-30,1.4163424891140304
2M7C.F,2022-04-01,1.233713305277058
2M7C.F,2022-04-06,1.35155480771404
2M7C.F,2022-04-07,1.4664744254868198
2M7C.F,2022-04-08,1.2194082879355805
2M7C.F,2022-04-11,1.2017637379775807
2M7C.F,2022-04-12,1.2749783142139706
2M7C.F,2022-04-13,1.156382041148416
2M7C.F,2022-04-14,1.266820397710036
2M7C.F,2022-04-20,1.3357964807924803
2M7C.F,2022-04-21,1.3473304516811273
2M7C.F,2022-04-22,1.1826789101765414
2M7C.F,2022-04-25,1.1312163881944257
2M7C.F,2022-04-26,1.232440756206326
2M7C.F,2022-04-27,1.2382228308624745
2M7C.F,2022-04-28,1.1845985661703469
2M7C.F,2022-04-29,1.2981913258618236
2M7C.F,2022-05-02,1.3193840888838873
2M7C.F,2022-05-03,1.2653412669772552
2M7C.F,2022-05-04,1.4143609030888151
2M7C.F,2022-05-05,1.1792590362360016
2M7C.F,2022-05-06,1.127033860940083
2M7C.F,2022-05-10,1.1444831761921959
2M7C.F,2022-05-11,1.232039497001271
2M7C.F,2022-05-12,1.2542351569435304
2M7C.F,2022-05-13,1.4203433949524658
2M7C.F,2022-05-16,1.2759491502208695
2M7C.F,2022-05-17,1.3289574567641147
2M7C.F,2022-05-18,1.335852814202753
2M7C.F,2022-05-19,1.2290474481627591
2M7C.F,2022-05-20,1.3893579878081532
2M7C.F,2022-05-23,1.167689175381945
2M7C.F,2022-05-24,1.1804652355465866
2M7C.F,2022-05-25,1.3404489259587093
2M7C.F,2022-05-26,1.3150030071696313
2M7C.F,2022-05-27,1.4133232132873996
2M7C.F,2022-05-30,1.2672342082990407
2M7C.F,2022-05-31,1.3996487556375001
2M7C.F,2022-06-01,1.3689380777739801
2M7C.F,2022-06-02,1.23580746036985
2M7C.F,2022-06-06,1.1953469812200874
2M7C.F,2022-06-07,1.2488482252592479
2M7C.F,2022-06-08,1.4495159733690053
2M7C.F,2022-06-14,1.2101790428121646
2M7C.F,2022-06-15,1.265254284346435
2M7C.F,2022-06-16,1.2660883508856817
2M7C.F,2022-06-17,1.3359436039620736
2M7C.F,2022-06-20,1.330727617870032
2M7C.F,2022-06-21,1.2689666447995485
2M7C.F,2022-06-22,1.5279253463847995
2M7C.F,2022-06-23,1.3442934966844589
2M7C.F,2022-06-24,1.5026035367810717
2M7C.F,2022-06-27,1.625440989808212
2M7C.F,2022-06-28,1.340644254762135
2M7C.F,2022-06-29,1.3743317340890961
2M7C.F,2022-06-30,1.509443047226932
2M7C.F,2022-07-01,1.410672596559467
2M7C.F,2022-07-04,1.4137411544512315
2M7C.F,2022-07-05,1.6123455471210364
2M7C.F,2022-07-06,1.4524426835994801
2M7C.F,2022-07-07,1.4092698903037262
2M7C.F,2022-07-08,1.381782718351275
2M7C.F,2022-07-11,1.4112923938370867
2M7C.F,2022-07-12,1.543623353926439
2M7C.F,2022-07-13,1.3442952050767392
2M7C.F,2022-07-14,1.6084723794013773
2M7C.F,2022-07-15,1.4418867915569942
2M7C.F,2022-07-18,1.5252709145396
2M7C.F,2022-07-19,1.505413710687388
2M7C.F,2022-07-20,1.6307411165801813
2M7C.F,2022-07-21,1.362097795992096
2M7C.F,2022-07-22,1.5294311823174938
2M7C.F,2022-07-25,1.556750629045915
2M7C.F,2022-07-26,1.56903397683347
2M7C.F,2022-07-27,1.545562500981877
2M7C.F,2022-07-28,1.408423229581027
2M7C.F,2022-07-29,1.3890705707865987
2M7C.F,2022-08-01,1.5294541123773913
2M7C.F,2022-08-02,1.3072332565308573
2M7C.F,2022-08-03,1.4529432294119051
2M7C.F,2022-08-05,1.4199530589457905
3IB.F,2022-01-06,1.0838342834058798
3IB.F,2022-01-07,1.2998159848177735
3IB.F,2022-01-10,1.3064192951025966
3IB.F,2022-01-12,1.1893350615256002
3IB.F,2022-01-14,1.312748314625011
3IB.F,2022-01-18,1.3850428502248548
3IB.F,2022-01-27,1.3187740000895078
3IB.F,2022-01-28,1.2406820434623735
3IB.F,2022-01-31,1.2259842733806945
3IB.F,2022-02-01,1.4270399379320222
3IB.F,2022-02-07,1.2412476019461045
3IB.F,2022-02-11,1.2005085645754754
3IB.F,2022-02-15,1.4489884820520067
3IB.F,2022-02-16,1.3006930372899665
3IB.F,2022-02-17,1.3841320715425964
3IB.F,2022-02-23,1.3854274199887149
3IB.F,2022-02-24,1.723520259648762
3IB.F,2022-02-25,1.52269831413604
3IB.F,2022-02-28,1.6032947703126554
3IB.F,2022-03-01,1.8366349092984076
3IB.F,2022-03-02,1.6960232388445198
3IB.F,2022-03-03,1.685468845415773
3IB.F,2022-03-04,1.8206592516261146
3IB.F,2022-03-07,1.8677325738803559
3IB.F,2022-03-08,1.8879878250955036
3IB.F,2022-03-09,1.7004308014677119
3IB.F,2022-03-10,1.7154934691203834
3IB.F,2022-03-11,1.8080813895443624
3IB.F,2022-03-14,1.775270811048193
3IB.F,2022-03-16,1.7535928523636692
3IB.F,2022-03-18,1.6870971531863521
3IB.F,2022-03-21,1.7897339454512433
3IB.F,2022-03-22,1.6607760857182376
3IB.F,2022-03-24,1.858797578028062
3IB.F,2022-03-25,1.7469112040675383
3IB.F,2022-03-28,1.989021127914616
3IB.F,2022-03-31,1.9361477222407286
3IB.F,2022-04-01,1.911630323314803
3IB.F,2022-04-04,1.5404457529603277
3IB.F,2022-04-21,1.7167555395201888
3IB.F,2022-04-28,1.8163870019882153
3IB.F,2022-05-04,1.7965115256032869
3IB.F,2022-05-06,1.7577600361987937
3IB.F,2022-05-09,1.7116467153461707
3IB.F,2022-05-12,1.9518542565426726
3IB.F,2022-05-13,1.9715910165986967
3IB.F,2022-05-16,2.134885794601765
3IB.F,2022-05-17,2.2752725017174145
3IB.F,2022-05-18,2.1716655657463346
3IB.F,2022-05-19,1.9674626118372878
3IB.F,2022-05-20,2.093043984755682
3IB.F,2022-05-24,1.9044676580900035
3IB.F,2022-05-25,2.2506685375404536
3IB.F,2022-05-27,1.8816564845229298
3IB.F,2022-05-31,2.3638604105239343
3IB.F,2022-06-01,2.335766585992019
3IB.F,2022-06-02,2.0927605813611705
3IB.F,2022-06-03,2.15918081814038
3IB.F,2022-06-06,2.0880048983369828
3IB.F,2022-06-07,2.3646391297886074
3IB.F,2022-06-08,2.5323796996741406
3IB.F,2022-06-10,2.1610223786761895
3IB.F,2022-06-15,2.0893605288797232
3IB.F,2022-06-16,1.9154499411815322
3IB.F,2022-06-17,2.133325411219881
3IB.F,2022-06-20,2.0773771093572706
3IB.F,2022-06-23,2.1249562736663297
3IB.F,2022-06-24,2.1280361071257112
3IB.F,2022-06-27,1.912481572511577
3IB.F,2022-06-28,1.9095270946302283
3IB.F,2022-07-01,1.9144555831735162
3IB.F,2022-07-04,1.913838856600063
3IB.F,2022-07-08,2.2575508040130483
3IB.F,2022-07-12,2.214110087377525
3IB.F,2022-07-13,2.486327808030736
3IB.F,2022-07-14,2.4224987938232747
3IB.F,2022-07-15,2.140328029207726
3IB.F,2022-07-18,2.0357382454526975
3IB.F,2022-07-19,2.154156254308563
3IB.F,2022-07-26,2.4349774628563567
3IB.F,2022-07-27,2.556101604885902
3IB.F,2022-07-28,2.509121273137743
3IB.F,2022-07-29,2.5448845208153332
3IB.F,2022-08-01,2.5144497589139796
3IB.F,2022-08-02,2.7846372558219636
3IB.F,2022-08-03,2.507709351494595
3R2.F,2022-01-06,29.65476405987534
3R2.F,2022-01-10,29.093661045353837
3R2.F,2022-01-17,32.52627126803146
3R2.F,2022-01-18,29.14386471419785
3R2.F,2022-01-19,33.60340792686843
3R2.F,2022-01-20,29.380311795500564
3R2.F,2022-01-21,31.340374031517335
3R2.F,2022-01-25,34.774842082118425
3R2.F,2022-01-26,32.246848567061484
3R2.F,2022-01-27,36.239392397313836
3R2.F,2022-01-28,30.736546963370753
3R2.F,2022-01-31,34.074262264735346
3R2.F,2022-02-01,32.299120180357484
3R2.F,2022-02-02,32.16940754169058
3R2.F,2022-02-03,33.661104470066896
3R2.F,2022-02-04,32.757392136999385
3R2.F,2022-02-07,35.61811838549151
3R2.F,2022-02-08,31.557095881016938
3R2.F,2022-02-09,37.27245644051095
3R2.F,2022-02-10,33.06396732290583
3R2.F,2022-02-11,36.94515280231472
3R2.F,2022-02-14,32.71052247350712
3R2.F,2022-02-15,34.66676747509415
3R2.F,2022-02-18,31.591771286376584
3R2.F,2022-02-22,36.61397623669704
3R2.F,2022-02-23,35.87050197479199
3R2.F,2022-02-24,33.20589819165524
3R2.F,2022-02-25,34.45250109594648
3R2.F,2022-02-28,30.49181719071637
3R2.F,2022-03-02,30.655251669618394
3R2.F,2022-03-03,33.689443518521465
3R2.F,2022-03-07,34.785187158582644
3R2.F,2022-03-08,32.2264778347042
3R2.F,2022-03-10,32.49804331153509
3R2.F,2022-03-11,35.12822198498526
3R2.F,2022-03-15,31.21586209603328
3R2.F,2022-03-16,31.745170613960415
3R2.F,2022-03-21,35.79305404523488
3R2.F,2022-03-25,35.67920025269395
3R2.F,2022-03-29,33.52239895512772
3R2.F,2022-04-01,30.00135814690116
3R2.F,2022-04-04,30.326252193304196
3R2.F,2022-04-05,33.13084239684988
3R2.F,2022-04-06,30.156030633661477
3R2.F,2022-04-07,28.704344569318213
3R2.F,2022-04-08,31.03748616345267
3R2.F,2022-04-11,32.113011395049924
3R2.F,2022-04-12,30.827939248394326
3R2.F,2022-04-13,27.4649188678086
3R2.F,2022-04-14,26.181163560848418
3R2.F,2022-04-19,29.941524271396137
3R2.F,2022-04-20,27.265598334886377
3R2.F,2022-04-21,30.12524798470098
3R2.F,2022-04-22,26.814358488722394
3R2.F,2022-04-25,25.366857737987484
3R2.F,2022-04-26,27.91597775967498
3R2.F,2022-04-27,28.824869937006476
3R2.F,2022-04-28,29.109222847738753
3R2.F,2022-04-29,25.561292925516035
3R2.F,2022-05-02,25.07484548190924
3R2.F,2022-05-03,26.82602507650974
3R2.F,2022-05-05,27.466991157366966
3R2.F,2022-05-06,23.48230913843095
3R2.F,2022-05-09,25.55386670521954
3R2.F,2022-05-10,24.055663908719648
3R2.F,2022-05-11,24.16385939803119
3R2.F,2022-05-12,25.340355475869234
3R2.F,2022-05-16,25.693791412237847
3R2.F,2022-05-17,24.942713744418967
3R2.F,2022-05-18,24.501996143918916
3R2.F,2022-05-19,26.840544680073595
3R2.F,2022-05-24,26.67220122603979
3R2.F,2022-05-25,26.043193286303243
3R2.F,2022-05-26,22.916633086191936
3R2.F,2022-05-27,27.607316588407382
3R2.F,2022-05-30,29.524964735165952
3R2.F,2022-06-01,25.504685196606523
3R2.F,2022-06-02,27.762831971280008
3R2.F,2022-06-03,28.13302022125405
3R2.F,2022-06-07,26.69489210823464
3R2.F,2022-06-08,27.520988744075062
3R2.F,2022-06-09,26.59363103977425
3R2.F,2022-06-13,29.777273720332293
3R2.F,2022-06-14,24.777600373303628
3R2.F,2022-06-15,24.900724173900205
3R2.F,2022-06-20,27.04556565310032
3R2.F,2022-06-23,24.211784865105955
3R2.F,2022-06-24,26.324804257526278
3R2.F,2022-06-28,27.983205928475275
3R2.F,2022-06-29,25.187254198344842
3R2.F,2022-07-01,24.705186447526053
3R2.F,2022-07-06,27.63051969997494
3R2.F,2022-07-07,26.724639316570357
3R2.F,2022-07-11,28.982528965740798
3R2.F,2022-07-12,28.249497389880876
3R2.F,2022-07-13,27.450230855698877
3R2.F,2022-07-14,28.22212047960952
3R2.F,2022-07-18,28.30912604770275
3R2.F,2022-07-20,27.72673437670409
3R2.F,2022-07-21,29.52023720810536
3R2.F,2022-07-25,29.820569546586093
3R2.F,2022-07-28,27.815553099840223
3R2.F,2022-07-29,28.883329509485428
3R2.F,2022-08-01,30.130085164093266
3R2.F,2022-08-02,31.51014635020104
3R2.F,2022-08-03,31.658849293543593
4B5.F,2022-01-04,3.3330358850567645
4B5.F,2022-01-05,3.9469593185135237
4B5.F,2022-01-11,3.2936210797294376
4B5.F,2022-01-13,3.893880559295739
4B5.F,2022-01-14,3.207520346506541
4B5.F,2022-01-17,3.384311346003139
4B5.F,2022-01-18,3.2339579045459614
4B5.F,2022-01-21,2.7996160954374156
4B5.F,2022-01-24,3.18138530552945
4B5.F,2022-01-25,3.0265516462331665
4B5.F,2022-01-26,3.243111326509043
4B5.F,2022-01-27,2.7761342797409547
4B5.F,2022-01-31,3.1001587725788444
4B5.F,2022-02-01,3.466837556737737
4B5.F,2022-02-02,3.5896008960619423
4B5.F,2022-02-03,3.3788800029711257
4B5.F,2022-02-08,2.9385541545167215
4B5.F,2022-02-09,3.1705453178353897
4B5.F,2022-02-16,3.1548288215124765
4B5.F,2022-02-22,2.893992099379979
4B5.F,2022-02-24,2.891050250883103
4B5.F,2022-03-07,2.919759343489988
4B5.F,2022-03-08,2.638657718908436
4B5.F,2022-03-10,2.9141054059332516
4B5.F,2022-03-11,2.656187431548642
4B5.F,2022-03-14,3.0250294849470745
4B5.F,2022-03-17,3.1496500017803695
4B5.F,2022-03-23,3.207421083249859
4B5.F,2022-04-04,3.8456496070592503
4B5.F,2022-04-11,3.5293424723558764
4B5.F,2022-05-06,3.104674980743286
4B5.F,2022-05-09,3.31385231313836
4B5.F,2022-06-06,3.480356489706066
4B5.F,2022-06-16,2.703589965005536
4B5.F,2022-06-20,2.665726908356812
4B5.F,2022-06-21,2.952028440198979
4B5.F,2022-06-22,2.8739396935646666
4B5.F,2022-06-23,2.787589215130505
4B5.F,2022-06-30,2.7263769941354954
4B5.F,2022-07-15,2.4391545045879517
4B5.F,2022-08-03,3.175999623370491
5JB.F,2022-01-03,12.929645570390178
5JB.F,2022-01-04,12.009420053224163
5JB.F,2022-01-05,13.094768327421681
5JB.F,2022-01-06,12.851145086454665
5JB.F,2022-01-07,12.603567964657623
5JB.F,2022-01-10,13.72501124215507
5JB.F,2022-01-11,13.439349847034679
5JB.F,2022-01-12,13.25229406374821
5JB.F,2022-01-13,14.566786159556875
5JB.F,2022-01-14,14.947297214650526
5JB.F,2022-01-17,12.876943854440727
5JB.F,2022-01-18,15.296060544982543
5JB.F,2022-01-19,12.568748841951967
5JB.F,2022-01-20,14.989789357512864
5JB.F,2022-01-21,15.123445357070418
5JB.F,2022-01-24,12.864677215166655
5JB.F,2022-01-25,14.021959525112653
5JB.F,2022-01-26,14.259601477389387
5JB.F,2022-01-27,12.73293405860062
5JB.F,2022-01-28,13.512075951127137
5JB.F,2022-01-31,11.977958619925246
5JB.F,2022-02-01,12.445749449860756
5JB.F,2022-02-02,12.51040474414988
5JB.F,2022-02-03,14.769490155799422
5JB.F,2022-02-04,14.301938085790503
5JB.F,2022-02-07,14.196323580228547
5JB.F,2022-02-08,12.438409411601807
5JB.F,2022-02-09,12.936411956172268
5JB.F,2022-02-10,13.125837448112003
5JB.F,2022-02-14,14.182297365734565
5JB.F,2022-02-15,14.458917466961902
5JB.F,2022-02-16,13.457771040737242
5JB.F,2022-02-17,13.357930238572605
5JB.F,2022-02-18,12.932591598843596
5JB.F,2022-02-21,12.406924694048156
5JB.F,2022-02-22,12.045063328179587
5JB.F,2022-02-23,15.109389507040474
5JB.F,2022-02-24,12.059091466662746
5JB.F,2022-02-25,13.499063251849483
5JB.F,2022-02-28,12.590074443406587
5JB.F,2022-03-01,11.307766175102142
5JB.F,2022-03-02,13.28639356167497
5JB.F,2022-03-03,12.641370425242389
5JB.F,2022-03-04,13.519602340727902
5JB.F,2022-03-07,11.896604588595816
5JB.F,2022-03-09,14.026683105699874
5JB.F,2022-03-10,13.41675188504152
5JB.F,2022-03-11,13.443061555227052
5JB.F,2022-03-14,14.260378965357207
5JB.F,2022-03-15,12.220360972212008
5JB.F,2022-03-16,12.959755332160789
5JB.F,2022-03-18,13.987148576167565
5JB.F,2022-03-22,13.064106329043282
5JB.F,2022-03-23,13.15126812841889
5JB.F,2022-03-24,12.885005514690876
5JB.F,2022-03-25,13.021701837388145
5JB.F,2022-03-28,14.627701334515862
5JB.F,2022-03-29,14.306324940160925
5JB.F,2022-03-31,12.923880894021508
5JB.F,2022-04-01,12.416511248308929
5JB.F,2022-04-04,13.392878850444704
5JB.F,2022-04-05,12.993913353714621
5JB.F,2022-04-07,14.472427213905922
5JB.F,2022-04-11,15.987518608525978
5JB.F,2022-04-12,15.447616087881919
5JB.F,2022-04-13,14.777065834862347
5JB.F,2022-04-14,15.179287834951014
5JB.F,2022-04-19,16.415465594098396
5JB.F,2022-04-20,15.393540502927056
5JB.F,2022-04-21,13.98290554854875
5JB.F,2022-04-22,14.068569016958955
5JB.F,2022-04-26,15.368166275641308
5JB.F,2022-04-27,14.231656455555038
5JB.F,2022-04-28,15.940596113108986
5JB.F,2022-04-29,16.17591749913643
5JB.F,2022-05-02,15.922507935294805
5JB.F,2022-05-03,14.953038556850325
5JB.F,2022-05-04,15.92382169748437
5JB.F,2022-05-05,13.982078531937281
5JB.F,2022-05-06,15.728710788441932
5JB.F,2022-05-09,14.762135158406062
5JB.F,2022-05-10,13.006837848360934
5JB.F,2022-05-12,15.461476771579195
5JB.F,2022-05-13,15.706874638590529
5JB.F,2022-05-16,14.311182033271534
5JB.F,2022-05-17,15.251694028811984
5JB.F,2022-05-19,15.304437182925602
5JB.F,2022-05-20,16.30994888757644
5JB.F,2022-05-23,14.99715376534306
5JB.F,2022-05-25,13.539031763975803
5JB.F,2022-05-26,15.378178681530688
5JB.F,2022-05-27,14.11880843765438
5JB.F,2022-05-30,14.479520772754709
5JB.F,2022-05-31,14.31016051734358
5JB.F,2022-06-02,14.717985460506295
5JB.F,2022-06-03,14.516512787593541
5JB.F,2022-06-08,16.014085621613255
5JB.F,2022-06-09,14.069804698737592
5JB.F,2022-06-13,15.01480991295635
5JB.F,2022-06-14,15.131753906991467
5JB.F,2022-06-15,15.61739810717714
5JB.F,2022-06-16,14.977096010140725
5JB.F,2022-06-20,14.759418587046346
5JB.F,2022-06-21,13.7815516075247
5JB.F,2022-06-22,12.749575864286733
5JB.F,2022-06-27,14.164697205497863
5JB.F,2022-06-28,15.332639085940775
5JB.F,2022-06-29,13.618424970727695
5JB.F,2022-06-30,13.124860929103177
5JB.F,2022-07-01,13.125001039560628
5JB.F,2022-07-04,14.295590249678298
5JB.F,2022-07-05,13.444284129520371
5JB.F,2022-07-08,12.636253596009103
5JB.F,2022-07-11,14.85502205404045
5JB.F,2022-07-13,13.621639197328985
5JB.F,2022-07-14,14.024282925037257
5JB.F,2022-07-15,14.017215888933453
5JB.F,2022-07-18,15.171159086413795
5JB.F,2022-07-19,14.819718976877176
5JB.F,2022-07-20,14.520163522804078
5JB.F,2022-07-21,14.34874500940996
5JB.F,2022-07-22,14.718954687723022
5JB.F,2022-07-25,13.170669618858556
5JB.F,2022-07-26,15.211071152946404
5JB.F,2022-07-27,15.341040748847943
5JB.F,2022-07-28,13.944159722029132
5JB.F,2022-07-29,15.16457277357748
5JB.F,2022-08-01,13.761635328402347
5JB.F,2022-08-02,15.305535587809636
5JB.F,2022-08-03,15.362555225858411
5JB1.F,2022-01-03,13.288856935709283
5JB1.F,2022-01-04,13.014120204756612
5JB1.F,2022-01-05,12.121459525467822
5JB1.F,2022-01-06,11.995429460235671
5JB1.F,2022-01-07,13.476287519503828
5JB1.F,2022-01-10,13.65938521370644
5JB1.F,2022-01-12,14.426063751886183
5JB1.F,2022-01-13,13.240131390511253
5JB1.F,2022-01-17,14.414811539402674
5JB1.F,2022-01-19,14.292922374127595
5JB1.F,2022-01-20,13.900848842848117
5JB1.F,2022-01-21,15.24541946886021
5JB1.F,2022-01-24,14.600854285734147
5JB1.F,2022-01-25,12.427084119411498
5JB1.F,2022-01-26,12.441695426531853
5JB1.F,2022-01-27,13.680941737083396
5JB1.F,2022-01-28,12.662000997900558
5JB1.F,2022-01-31,12.680498793258545
5JB1.F,2022-02-01,12.472412169165366
5JB1.F,2022-02-02,12.233318716950027
5JB1.F,2022-02-03,13.778080588819213
5JB1.F,2022-02-04,11.91166151215213
5JB1.F,2022-02-07,12.780150503651427
5JB1.F,2022-02-08,13.205942048921493
5JB1.F,2022-02-09,12.895355787996426
5JB1.F,2022-02-10,12.233523147353239
5JB1.F,2022-02-11,12.782479606757825
5JB1.F,2022-02-14,12.80653418712283
5JB1.F,2022-02-15,13.384629005607405
5JB1.F,2022-02-17,13.617138432871421
5JB1.F,2022-02-18,11.967556814163334
5JB1.F,2022-02-21,12.00094436069648
5JB1.F,2022-02-23,12.947065863964776
5JB1.F,2022-02-24,13.6250808757676
5JB1.F,2022-03-01,12.362148548623178
5JB1.F,2022-03-02,12.33952512546338
5JB1.F,2022-03-03,13.368664365374645
5JB1.F,2022-03-09,12.651387582559959
5JB1.F,2022-03-11,14.489887595720626
5JB1.F,2022-03-14,12.789960208222457
5JB1.F,2022-03-16,13.67727019212397
5JB1.F,2022-03-18,11.977147665365685
5JB1.F,2022-03-21,12.941319689623327
5JB1.F,2022-03-22,13.585640071200206
5JB1.F,2022-03-23,14.360472074067669
5JB1.F,2022-03-25,13.418943569185727
5JB1.F,2022-03-28,11.93374067697354
5JB1.F,2022-03-30,12.667924935190683
5JB1.F,2022-04-05,13.375715877280696
5JB1.F,2022-04-06,14.382270414488426
5JB1.F,2022-04-07,13.308575908850422
5JB1.F,2022-04-08,14.954194126097626
5JB1.F,2022-04-11,13.959028191946626
5JB1.F,2022-04-12,14.035230476084168
5JB1.F,2022-04-13,15.272207130176843
5JB1.F,2022-04-19,16.047718368174056
5JB1.F,2022-04-20,15.999009546425931
5JB1.F,2022-04-22,13.25736388467007
5JB1.F,2022-04-25,14.799920156167973
5JB1.F,2022-04-26,14.908165821406055
5JB1.F,2022-04-27,13.951108349297643
5JB1.F,2022-04-29,13.726864010118366
5JB1.F,2022-05-03,13.05623616756566
5JB1.F,2022-05-04,13.558241924964126
5JB1.F,2022-05-06,13.844372915721188
5JB1.F,2022-05-09,13.130395002974769
5JB1.F,2022-05-10,12.943632780137689
5JB1.F,2022-05-11,13.628651081705053
5JB1.F,2022-05-13,14.974425602765042
5JB1.F,2022-05-16,15.466982748906105
5JB1.F,2022-05-17,14.796731108160063
5JB1.F,2022-05-18,15.485741657408909
5JB1.F,2022-05-23,14.1326766276683
5JB1.F,2022-05-25,14.424006947157002
5JB1.F,2022-05-26,17.089568937013514
5JB1.F,2022-05-31,14.847764136254817
5JB1.F,2022-06-01,14.484947395896862
5JB1.F,2022-06-02,14.072419070039064
5JB1.F,2022-06-03,15.152833182251822
5JB1.F,2022-06-06,13.617747487247033
5JB1.F,2022-06-10,13.014253256960213
5JB1.F,2022-06-13,14.555818180877848
5JB1.F,2022-06-14,13.364105595110429
5JB1.F,2022-06-15,13.334167418631093
5JB1.F,2022-06-17,12.436922509356709
5JB1.F,2022-06-23,13.483475060603505
5JB1.F,2022-06-24,14.856006968885882
5JB1.F,2022-06-29,14.853739489751744
5JB1.F,2022-06-30,12.289991652172697
5JB1.F,2022-07-01,13.185486146131552
5JB1.F,2022-07-04,12.316201654578798
