Name,Date,Value
Aerospace & Defense,2022-07-26,134.05186731715676
Aerospace & Defense,2022-07-27,123.20863662208708
Aerospace & Defense,2022-07-28,128.24700052106988
Aerospace & Defense,2022-07-29,124.56235336128115
Aerospace & Defense,2022-08-01,142.70773785839438
Aerospace & Defense,2022-08-02,138.45266422765278
Aerospace & Defense,2022-08-03,140.8808175835849
Asset Management,2022-01-03,161.32824356717893
Asset Management,2022-01-04,127.27188946714219
Asset Management,2022-01-05,125.42320957113665
Asset Management,2022-01-06,198.41330381397438
Asset Management,2022-01-07,192.101992598878
Asset Management,2022-01-10,183.8730685993629
Asset Management,2022-01-11,119.9526409893476
Asset Management,2022-01-12,176.45928622282472
Asset Management,2022-01-13,123.02202870477736
Asset Management,2022-01-14,102.83184445750668
Asset Management,2022-01-17,105.83592652012226
Asset Management,2022-01-18,104.01446158812163
Asset Management,2022-01-19,174.39420373449195
Asset Management,2022-01-20,181.13034840307287
Asset Management,2022-01-21,103.78451760419627
Asset Management,2022-01-24,102.62778392962
Asset Management,2022-01-25,96.04049362010036
Asset Management,2022-01-26,96.40304765728527
Asset Management,2022-01-27,109.84385850455433
Asset Management,2022-01-28,179.00074153792855
Asset Management,2022-01-31,101.59416620654368
Asset Management,2022-02-01,108.03194181447797
Asset Management,2022-02-02,99.88436692053529
Asset Management,2022-02-03,111.55313556459899
Asset Management,2022-02-04,156.1250673521768
Asset Management,2022-02-07,152.17371063372858
Asset Management,2022-02-08,107.09087738472259
Asset Management,2022-02-09,113.29654858795135
Asset Management,2022-02-10,169.59523400839294
Asset Management,2022-02-11,186.6960157393517
Asset Management,2022-02-14,187.40134172219624
Asset Management,2022-02-15,182.55887803640795
Asset Management,2022-02-16,112.10405863000251
Asset Management,2022-02-17,184.3147417091902
Asset Management,2022-02-18,180.17939237283824
Asset Management,2022-02-21,146.07701598881235
Asset Management,2022-02-22,106.64325935786431
Asset Management,2022-02-23,165.9008583350895
Asset Management,2022-02-24,99.08089174331042
Asset Management,2022-02-25,138.25407982641374
Asset Management,2022-02-28,143.58534351810187
Asset Management,2022-03-01,147.32354171211244
Asset Management,2022-03-02,141.17747645937897
Asset Management,2022-03-03,143.36197710674395
Asset Management,2022-03-04,128.86323659572963
Asset Management,2022-03-07,87.6538115317101
Asset Management,2022-03-08,86.7889025200055
Asset Management,2022-03-09,134.28828665532643
Asset Management,2022-03-10,96.1026185110543
Asset Management,2022-03-11,93.12009656906731
Asset Management,2022-03-14,90.81372655816911
Asset Management,2022-03-15,134.94159660888116
Asset Management,2022-03-16,126.33253664314391
Asset Management,2022-03-17,92.20138243535017
Asset Management,2022-03-18,150.57758557754246
Asset Management,2022-03-21,152.3489135397426
Asset Management,2022-03-22,144.60716353359504
Asset Management,2022-03-23,94.71904351687554
Asset Management,2022-03-24,161.01056687896872
Asset Management,2022-03-25,182.56455514883635
Asset Management,2022-03-28,165.2014925795615
Asset Management,2022-03-29,144.873132632818
Asset Management,2022-03-30,154.98510076454465
Asset Management,2022-03-31,177.3591259874121
Asset Management,2022-04-01,188.67446807979164
Asset Management,2022-04-04,114.77634265415271
Asset Management,2022-04-05,164.98344701639007
Asset Management,2022-04-06,188.28361410517763
Asset Management,2022-04-07,167.26717761336877
Asset Management,2022-04-08,165.19558667647203
Asset Management,2022-04-11,112.6512379321531
Asset Management,2022-04-12,178.7344992966333
Asset Management,2022-04-13,138.20240944840248
Asset Management,2022-04-14,159.5969364171317
Asset Management,2022-04-19,180.23817964373183
Asset Management,2022-04-20,185.02069420349454
Asset Management,2022-04-21,157.62971119847435
Asset Management,2022-04-22,155.70920349320278
Asset Management,2022-04-25,119.58361660343417
Asset Management,2022-04-26,162.1815709312927
Asset Management,2022-04-27,149.9994525044779
Asset Management,2022-04-28,137.7605925075335
Asset Management,2022-04-29,129.54868660168296
Asset Management,2022-05-02,147.3603900534566
Asset Management,2022-05-03,152.74211220373206
Asset Management,2022-05-04,178.3826547182116
Asset Management,2022-05-05,152.01861735397347
Asset Management,2022-05-06,90.03420702758714
Asset Management,2022-05-09,81.00499279230138
Asset Management,2022-05-10,162.43389822588296
Asset Management,2022-05-11,163.75374133018252
Asset Management,2022-05-12,166.58293791027995
Asset Management,2022-05-13,121.60318123900608
Asset Management,2022-05-16,168.28006247788647
Asset Management,2022-05-17,162.29869305456933
Asset Management,2022-05-18,172.46404160534124
Asset Management,2022-05-19,143.65711457441395
Asset Management,2022-05-20,157.16118549362437
Asset Management,2022-05-23,161.1915510067465
Asset Management,2022-05-24,152.02222741774833
Asset Management,2022-05-25,122.07292883176522
Asset Management,2022-05-26,145.317624489357
Asset Management,2022-05-27,151.28752528958236
Asset Management,2022-05-30,146.00531062824024
Asset Management,2022-05-31,180.54853137936297
Asset Management,2022-06-01,125.97738236918926
Asset Management,2022-06-02,167.67023001652828
Asset Management,2022-06-03,136.37545771548815
Asset Management,2022-06-06,92.14143010148972
Asset Management,2022-06-07,168.61390476808518
Asset Management,2022-06-08,165.7854688665922
Asset Management,2022-06-09,163.65441654740903
Asset Management,2022-06-10,119.95439338916988
Asset Management,2022-06-13,147.32597917440754
Asset Management,2022-06-14,102.69469681799222
Asset Management,2022-06-15,116.67547134155896
Asset Management,2022-06-16,74.58783948696787
Asset Management,2022-06-17,141.84035392571488
Asset Management,2022-06-20,75.15394571188422
Asset Management,2022-06-21,85.68922136371424
Asset Management,2022-06-22,76.10610193398156
Asset Management,2022-06-23,76.91578472966489
Asset Management,2022-06-24,142.8322035090118
Asset Management,2022-06-27,153.33972542814163
Asset Management,2022-06-28,137.59674853572577
Asset Management,2022-06-29,149.41876776978663
Asset Management,2022-06-30,85.25882613029898
Asset Management,2022-07-01,137.71828999244494
Asset Management,2022-07-04,140.2969884768639
Asset Management,2022-07-05,122.14973132209109
Asset Management,2022-07-06,111.3785300088394
Asset Management,2022-07-07,142.65489996985562
Asset Management,2022-07-08,141.59365050793505
Asset Management,2022-07-11,121.8534438969491
Asset Management,2022-07-12,109.44923669599451
Asset Management,2022-07-13,163.9541723751134
Asset Management,2022-07-14,110.25110095626361
Asset Management,2022-07-15,79.52548479069974
Asset Management,2022-07-18,107.47646395811198
Asset Management,2022-07-19,123.5439935124204
Asset Management,2022-07-20,104.79387266332708
Asset Management,2022-07-21,159.19737898321492
Asset Management,2022-07-22,154.41671880889044
Asset Management,2022-07-26,131.34411037843554
Asset Management,2022-07-27,176.32205753864446
Asset Management,2022-07-28,152.21069102139577
Asset Management,2022-07-29,173.6917815032047
Asset Management,2022-08-01,167.50234717589086
Asset Management,2022-08-02,148.07760410137132
Asset Management,2022-08-03,86.46967096291812
Australia,2022-01-03,119.51868458476919
Australia,2022-01-04,95.82538256037378
Australia,2022-01-05,92.295623769391
Australia,2022-01-06,119.09052684775888
Australia,2022-01-07,133.0654208314444
Australia,2022-01-10,105.50782938014318
Australia,2022-01-11,97.03566546624336
Australia,2022-01-12,108.58778118386061
Australia,2022-01-13,95.44061284667754
Australia,2022-01-14,100.79977733150173
Australia,2022-01-17,92.9158573966132
Australia,2022-01-18,102.06233752420908
Australia,2022-01-19,128.11549853579615
Australia,2022-01-20,107.59155617138298
Australia,2022-01-21,88.01814683854504
Australia,2022-01-24,96.54393687634293
Australia,2022-01-25,82.15182809942863
Australia,2022-01-26,96.70047615831979
Australia,2022-01-27,86.47605842246793
Australia,2022-01-28,111.7234027361781
Australia,2022-01-31,94.63151036794115
Australia,2022-02-01,94.6198099770658
Australia,2022-02-02,94.81550981778364
Australia,2022-02-03,88.2192468173989
Australia,2022-02-04,119.54307947545249
Australia,2022-02-07,107.60032509363771
Australia,2022-02-08,85.41056408326111
Australia,2022-02-09,98.02760528473495
Australia,2022-02-10,151.20471730812739
Australia,2022-02-11,104.68918449645751
Australia,2022-02-14,103.29838536151375
Australia,2022-02-15,111.13338775086505
Australia,2022-02-16,90.35377698247838
Australia,2022-02-17,115.00696769212105
Australia,2022-02-18,114.84530054736881
Australia,2022-02-21,123.92393202347597
Australia,2022-02-22,102.01284295944264
Australia,2022-02-23,119.05637802657682
Australia,2022-02-24,98.85752124683447
Australia,2022-02-25,112.17897226517913
Australia,2022-02-28,120.28012977781486
Australia,2022-03-01,106.69037957587432
Australia,2022-03-02,109.63837590791627
Australia,2022-03-03,122.96489295950637
Australia,2022-03-04,124.13433462248456
Australia,2022-03-07,98.60423103945051
Australia,2022-03-08,92.83700910519462
Australia,2022-03-09,108.92362566344578
Australia,2022-03-10,83.03297260507543
Australia,2022-03-11,79.28122375419188
Australia,2022-03-14,85.0978315346423
Australia,2022-03-15,102.96915014454935
Australia,2022-03-16,107.9857660883258
Australia,2022-03-17,93.47468086384839
Australia,2022-03-18,107.01805476289725
Australia,2022-03-21,109.7373210995663
Australia,2022-03-22,106.21231754681284
Australia,2022-03-23,84.54943067544534
Australia,2022-03-24,104.44659926557254
Australia,2022-03-25,117.1174173056052
Australia,2022-03-28,103.10279006951704
Australia,2022-03-29,113.63122287932346
Australia,2022-03-30,108.77768697823466
Australia,2022-03-31,108.72138135607925
Australia,2022-04-01,105.39497023525318
Australia,2022-04-04,90.80505174228767
Australia,2022-04-05,113.69872404674528
Australia,2022-04-06,111.26947946916626
Australia,2022-04-07,108.81595203798616
Australia,2022-04-08,102.85250021276126
Australia,2022-04-11,87.11304691636786
Australia,2022-04-12,112.38777145362373
Australia,2022-04-13,110.1624488087928
Australia,2022-04-14,142.4782308529468
Australia,2022-04-19,119.63746835179748
Australia,2022-04-20,142.21636115524336
Australia,2022-04-21,113.19504520841248
Australia,2022-04-22,110.15375003812994
Australia,2022-04-25,115.0436687874434
Australia,2022-04-26,106.18562576324274
Australia,2022-04-27,94.19859917571253
Australia,2022-04-28,115.66562047348951
Australia,2022-04-29,142.10268933088315
Australia,2022-05-02,103.92079499873965
Australia,2022-05-03,119.78471389663672
Australia,2022-05-04,117.59766428873309
Australia,2022-05-05,126.32854696396161
Australia,2022-05-06,83.17408828841339
Australia,2022-05-09,92.12955912064265
Australia,2022-05-10,104.09544923531864
Australia,2022-05-11,106.59947054925557
Australia,2022-05-12,91.78483275415937
Australia,2022-05-13,109.24808523446221
Australia,2022-05-16,95.9141966773922
Australia,2022-05-17,95.4608138586275
Australia,2022-05-18,116.22296109062711
Australia,2022-05-19,101.83903928932486
Australia,2022-05-20,108.39770952050058
Australia,2022-05-23,113.34095558398707
Australia,2022-05-24,104.56356656455588
Australia,2022-05-25,115.50691968481692
Australia,2022-05-26,113.4228578783364
Australia,2022-05-27,123.73268349501275
Australia,2022-05-30,122.52071244941109
Australia,2022-05-31,104.90167381374664
Australia,2022-06-01,110.90107279763049
Australia,2022-06-02,114.37965942946718
Australia,2022-06-06,80.9321013568637
Australia,2022-06-07,107.26509852933351
Australia,2022-06-08,116.80470667430077
Australia,2022-06-09,99.35950302227019
Australia,2022-06-10,97.88416522423468
Australia,2022-06-13,94.64398969044373
Australia,2022-06-14,100.32691110923706
Australia,2022-06-15,93.97882123835691
Australia,2022-06-16,86.8213243096402
Australia,2022-06-17,94.45734645999514
Australia,2022-06-20,78.01895262718452
Australia,2022-06-21,75.44456280082451
Australia,2022-06-22,75.70120967037207
Australia,2022-06-23,69.22280443409808
Australia,2022-06-24,96.80649448480025
Australia,2022-06-27,101.62204181557219
Australia,2022-06-28,106.23139675216332
Australia,2022-06-29,102.70905825215507
Australia,2022-06-30,82.25441122041532
Australia,2022-07-01,96.62466771767423
Australia,2022-07-04,109.54358580755556
Australia,2022-07-05,112.32104760279832
Australia,2022-07-06,89.79264040458486
Australia,2022-07-07,92.63447896244266
Australia,2022-07-08,116.54108588755679
Australia,2022-07-11,113.37010762935616
Australia,2022-07-12,91.55405392381225
Australia,2022-07-13,96.25752984993568
Australia,2022-07-14,88.47474044692616
Australia,2022-07-15,66.66286011851167
Australia,2022-07-18,93.53944737663295
Australia,2022-07-19,83.98820257006264
Australia,2022-07-20,99.24634273884388
Australia,2022-07-21,92.06366821026096
Australia,2022-07-22,97.27659992806261
Australia,2022-07-25,108.43946278044172
Australia,2022-07-26,97.02462420198866
Australia,2022-07-27,109.90146066246241
Australia,2022-07-28,104.63898261927639
Australia,2022-07-29,109.68431911631242
Australia,2022-08-01,97.13359701082597
Australia,2022-08-02,106.37913213093417
Australia,2022-08-03,87.23557203672621
Basic Materials,2022-01-03,157.73274350516894
Basic Materials,2022-01-04,147.70692092061896
Basic Materials,2022-01-05,504.198364995862
Basic Materials,2022-01-06,146.26378900003246
Basic Materials,2022-01-07,150.87324080685892
Basic Materials,2022-01-10,134.42408923624194
Basic Materials,2022-01-11,132.7483594587556
Basic Materials,2022-01-12,155.91466864524176
Basic Materials,2022-01-13,316.01561515122745
Basic Materials,2022-01-14,411.3679345174169
Basic Materials,2022-01-17,141.1953086623496
Basic Materials,2022-01-18,294.1090407040922
Basic Materials,2022-01-19,131.3926190735007
Basic Materials,2022-01-20,389.79973245238085
Basic Materials,2022-01-21,135.9374982567155
Basic Materials,2022-01-24,141.03517761286366
Basic Materials,2022-01-25,410.4623497357032
Basic Materials,2022-01-26,144.30829697553355
Basic Materials,2022-01-27,148.5403770395264
Basic Materials,2022-01-28,313.50262067615
Basic Materials,2022-01-31,323.7564237127336
Basic Materials,2022-02-01,272.8587111523683
Basic Materials,2022-02-02,400.97677931917866
Basic Materials,2022-02-03,318.75987675192016
Basic Materials,2022-02-04,376.78801545393077
Basic Materials,2022-02-07,152.0474671012614
Basic Materials,2022-02-08,131.11194211353364
Basic Materials,2022-02-09,147.30985302665465
Basic Materials,2022-02-10,160.4536840566738
Basic Materials,2022-02-11,144.64038258798482
Basic Materials,2022-02-14,133.09238550735003
Basic Materials,2022-02-15,147.73707509979562
Basic Materials,2022-02-16,155.84766767015518
Basic Materials,2022-02-17,159.66876514423947
Basic Materials,2022-02-18,132.1949719680439
Basic Materials,2022-02-21,139.7094598021613
Basic Materials,2022-02-22,146.69506348604824
Basic Materials,2022-02-23,357.14120733185763
Basic Materials,2022-02-24,143.35228433369429
Basic Materials,2022-02-25,154.0942665575177
Basic Materials,2022-02-28,159.29241796538787
Basic Materials,2022-03-01,258.10472358411926
Basic Materials,2022-03-02,157.713531330075
Basic Materials,2022-03-03,148.8993277837071
Basic Materials,2022-03-04,365.7749775193181
Basic Materials,2022-03-07,139.74490754366946
Basic Materials,2022-03-08,131.1076904405245
Basic Materials,2022-03-09,378.49520805886425
Basic Materials,2022-03-10,246.03973515599913
Basic Materials,2022-03-11,151.05059602089963
Basic Materials,2022-03-14,377.35156442565193
Basic Materials,2022-03-15,129.783733005379
Basic Materials,2022-03-16,332.34939705472004
Basic Materials,2022-03-17,145.92512969926554
Basic Materials,2022-03-18,334.5219381530513
Basic Materials,2022-03-21,132.59257936526978
Basic Materials,2022-03-22,132.30202838889568
Basic Materials,2022-03-23,143.89926841194327
Basic Materials,2022-03-24,148.3106189149445
Basic Materials,2022-03-25,361.58195843819044
Basic Materials,2022-03-28,341.29258009351537
Basic Materials,2022-03-29,262.33604567320884
Basic Materials,2022-03-30,384.78788033960905
Basic Materials,2022-03-31,338.7916502834667
Basic Materials,2022-04-01,144.63848925627823
Basic Materials,2022-04-04,142.64488166166257
Basic Materials,2022-04-05,156.21483726241726
Basic Materials,2022-04-06,137.21528057840598
Basic Materials,2022-04-07,158.05840332170266
Basic Materials,2022-04-08,141.0908460978328
Basic Materials,2022-04-11,155.25993319180589
Basic Materials,2022-04-12,159.12953454704436
Basic Materials,2022-04-13,275.8164655204615
Basic Materials,2022-04-14,153.00478189670005
Basic Materials,2022-04-19,150.96430062913004
Basic Materials,2022-04-20,152.96925105652653
Basic Materials,2022-04-21,152.94713104401634
Basic Materials,2022-04-22,134.58518823726635
Basic Materials,2022-04-25,303.5295478052176
Basic Materials,2022-04-26,141.73143392233524
Basic Materials,2022-04-27,140.1223690112839
Basic Materials,2022-04-28,148.83311901887447
Basic Materials,2022-04-29,134.9020373042869
Basic Materials,2022-05-02,145.22726548107747
Basic Materials,2022-05-03,148.53905240177022
Basic Materials,2022-05-04,150.5993449002001
Basic Materials,2022-05-05,145.8138637537567
Basic Materials,2022-05-06,143.25953328536275
Basic Materials,2022-05-09,127.0049516821331
Basic Materials,2022-05-10,133.36651845292806
Basic Materials,2022-05-11,145.48543145381473
Basic Materials,2022-05-12,141.55351068181662
Basic Materials,2022-05-13,135.03891735095738
Basic Materials,2022-05-16,128.93793687961892
Basic Materials,2022-05-17,134.4645010284095
Basic Materials,2022-05-18,128.6186880897346
Basic Materials,2022-05-19,145.76311147400094
Basic Materials,2022-05-20,140.190143881333
Basic Materials,2022-05-23,157.71161689562945
Basic Materials,2022-05-24,140.33166051495706
Basic Materials,2022-05-25,146.9157965603984
Basic Materials,2022-05-26,132.87698137938423
Basic Materials,2022-05-27,159.9063219468725
Basic Materials,2022-05-30,157.20464473793675
Basic Materials,2022-05-31,327.49053243397896
Basic Materials,2022-06-01,156.4218764639719
Basic Materials,2022-06-02,147.0523671448819
Basic Materials,2022-06-03,144.23627107481406
Basic Materials,2022-06-06,161.30520767802227
Basic Materials,2022-06-07,135.57579440899997
Basic Materials,2022-06-08,143.27396417099376
Basic Materials,2022-06-09,145.67208311717428
Basic Materials,2022-06-10,141.46301253678703
Basic Materials,2022-06-13,140.6407763531773
Basic Materials,2022-06-14,131.64228155338685
Basic Materials,2022-06-15,122.50537476985296
Basic Materials,2022-06-16,272.9220985753086
Basic Materials,2022-06-17,263.0216518090546
Basic Materials,2022-06-20,225.10005694647174
Basic Materials,2022-06-21,233.39209181369574
Basic Materials,2022-06-22,248.79864525221885
Basic Materials,2022-06-23,234.14312742191154
Basic Materials,2022-06-24,125.33749199310448
Basic Materials,2022-06-27,128.05003885315503
Basic Materials,2022-06-28,129.60253324403052
Basic Materials,2022-06-29,123.53947893449403
Basic Materials,2022-06-30,131.05745721535752
Basic Materials,2022-07-01,130.22704636669647
Basic Materials,2022-07-04,131.65316294881373
Basic Materials,2022-07-05,123.89432386342024
Basic Materials,2022-07-06,111.24157581436474
Basic Materials,2022-07-07,129.71775798134198
Basic Materials,2022-07-08,123.63739245228803
Basic Materials,2022-07-11,113.15771646946061
Basic Materials,2022-07-12,134.01206823490085
Basic Materials,2022-07-13,420.48330673252894
Basic Materials,2022-07-14,129.36924839302532
Basic Materials,2022-07-15,109.64618653761485
Basic Materials,2022-07-18,118.04114035386694
Basic Materials,2022-07-19,114.7935179984579
Basic Materials,2022-07-20,135.61446744097782
Basic Materials,2022-07-21,121.11781246761821
Basic Materials,2022-07-22,113.03022359246675
Basic Materials,2022-07-25,128.42169294450116
Basic Materials,2022-07-26,123.52973610746379
Basic Materials,2022-07-27,139.60254658811962
Basic Materials,2022-07-28,144.02433904154478
Basic Materials,2022-07-29,136.85781746621083
Basic Materials,2022-08-01,139.38358248762682
Basic Materials,2022-08-02,141.31228153943096
Basic Materials,2022-08-03,123.48700081485434
Building Materials,2022-01-03,136.4733103021424
Building Materials,2022-01-04,117.03958889372234
Building Materials,2022-01-06,137.0949646299083
Building Materials,2022-01-07,143.704973470514
Building Materials,2022-01-10,125.44480490760284
Building Materials,2022-01-11,130.40862283247753
Building Materials,2022-01-12,127.44552242592918
Building Materials,2022-01-13,120.22382574312736
Building Materials,2022-01-17,128.11362411434712
Building Materials,2022-01-18,143.95344836211328
Building Materials,2022-01-19,138.448652577386
Building Materials,2022-01-21,134.3987784070116
Building Materials,2022-01-24,154.19821630422433
Building Materials,2022-01-26,132.64258594707968
Building Materials,2022-01-27,137.01144343962088
Building Materials,2022-01-28,131.9452729593029
Building Materials,2022-01-31,140.24430964404073
Building Materials,2022-02-01,129.7713870075
Building Materials,2022-02-03,139.38907467736806
Building Materials,2022-02-07,149.4758946600772
Building Materials,2022-02-08,145.45466590036014
Building Materials,2022-02-09,152.91183025884476
Building Materials,2022-02-10,150.13732603343257
Building Materials,2022-02-11,142.9288793691001
Building Materials,2022-02-14,146.7862235096131
Building Materials,2022-02-15,155.47044591089897
Building Materials,2022-02-16,151.41829958171104
Building Materials,2022-02-17,135.6722558871967
Building Materials,2022-02-18,134.87399041487774
Building Materials,2022-02-21,143.72459552723433
Building Materials,2022-02-22,159.58030776344125
Building Materials,2022-02-24,145.1978400597625
Building Materials,2022-02-25,154.17129144884277
Building Materials,2022-02-28,138.2480714256655
Building Materials,2022-03-01,145.95132117010368
Building Materials,2022-03-02,146.7034246920229
Building Materials,2022-03-03,130.02308887857785
Building Materials,2022-03-07,132.1608451670361
Building Materials,2022-03-08,137.0705392436977
Building Materials,2022-03-10,137.46177684823562
Building Materials,2022-03-11,129.1825937916549
Building Materials,2022-03-15,119.51344690991766
Building Materials,2022-03-17,126.59329061209077
Building Materials,2022-03-21,121.1005357677347
Building Materials,2022-03-22,120.70323538234703
Building Materials,2022-03-23,136.22380587999558
Building Materials,2022-03-24,128.2687730523992
Building Materials,2022-03-29,130.1057603316424
